nr_pokolenia najlepszy_fitness sredni_fitness najgorszy_fitness
493 16,91 10,40 7,84
494 16,91 11,00 8,39
495 16,91 13,10 8,18
496 16,91 12,69 8,01
497 16,91 10,25 6,43
498 16,91 9,11 6,10
499 16,91 8,84 5,65
500 16,91 9,86 6,84
501 16,91 12,72 9,29
502 16,91 13,25 11,40
503 16,91 12,82 9,71
504 16,91 14,20 11,77
505 16,91 13,78 9,64
506 16,91 15,48 11,63
507 16,91 14,70 10,32
508 16,91 15,53 12,60
509 16,91 15,32 12,53
510 16,91 15,58 13,00
511 16,91 15,52 13,00
512 16,91 14,80 10,95
513 16,91 15,40 12,70
514 16,91 14,74 11,63
515 16,91 13,85 10,77
516 16,91 15,62 12,36
517 16,91 15,97 14,49
518 16,91 16,28 14,21
519 16,91 16,08 12,55
520 16,91 15,09 11,13
521 16,91 12,04 9,40
522 16,91 10,74 7,41
523 16,91 11,20 9,00
524 16,91 11,09 8,87
525 16,91 12,38 8,75
526 16,62 11,14 8,50
527 16,91 12,67 9,31
528 16,91 11,50 9,27
529 16,91 11,40 8,45
530 16,91 13,14 9,15
531 16,91 13,40 10,34
532 16,91 12,32 10,34
533 16,91 13,19 10,41
534 16,91 13,32 10,78
535 16,91 12,75 10,52
536 16,91 13,00 8,39
537 16,91 14,32 10,74
538 16,91 13,87 10,50
539 16,91 13,75 10,53
540 16,91 13,31 10,71
541 14,66 11,92 10,10
542 14,22 11,90 10,68
543 14,18 11,10 9,13
544 14,22 11,47 8,78
545 14,65 11,54 10,06
546 15,43 11,66 9,90
547 15,67 13,07 8,69
548 16,01 11,43 8,50
549 16,09 11,74 8,33
550 16,14 13,15 8,23
551 16,14 13,03 8,72
552 16,14 13,64 8,89
553 16,14 13,37 10,47
554 16,04 12,27 10,49
555 16,09 12,02 10,25
556 16,14 13,54 11,96
557 16,14 14,15 11,11
558 16,13 13,24 10,27
559 16,14 15,40 12,22
560 16,14 14,68 10,33
561 16,14 13,59 10,00
562 16,14 13,11 9,39
563 16,14 14,36 12,17
564 15,58 13,93 11,90
565 16,14 14,19 12,34
566 16,14 13,30 9,93
567 16,14 13,65 10,49
568 16,14 15,35 13,22
569 16,14 14,52 10,95
570 16,14 14,00 9,84
571 16,14 15,07 13,14
572 16,14 14,02 10,82
573 16,14 13,30 8,46
574 16,14 13,43 9,73
575 16,14 14,42 11,38
576 16,09 14,40 11,48
577 16,14 14,31 10,82
578 16,14 13,66 10,41
579 16,14 12,78 9,74
580 16,14 13,16 9,53
581 16,14 13,36 10,84
582 16,14 13,19 10,41
583 16,14 12,96 10,09
584 16,14 13,75 10,15
585 16,14 14,63 11,32
586 16,14 15,28 11,57
587 16,14 12,52 8,84
588 16,14 13,58 10,22
589 16,14 14,08 10,49
590 16,14 12,28 9,31
591 16,14 13,54 10,89
592 16,14 15,36 13,97
593 16,14 14,72 11,59
594 16,14 14,22 11,60
595 16,14 14,20 11,70
596 16,14 13,77 12,05
597 16,14 13,11 8,81
598 16,14 13,20 10,94
599 16,14 13,50 10,61
600 16,14 13,28 10,36
601 16,14 13,58 10,63
602 16,91 13,43 9,93
603 16,91 13,40 10,45
604 16,91 13,45 10,71
605 16,91 14,80 10,63
606 16,91 14,97 13,38
607 16,91 14,64 10,85
608 16,91 15,10 12,59
609 16,91 15,40 11,34
610 16,91 15,53 13,66
611 16,91 15,91 14,22
612 16,91 15,10 10,17
613 16,91 13,96 9,83
614 16,56 11,58 8,25
615 16,91 12,11 9,66
616 16,56 12,43 9,80
617 16,90 11,46 8,37
618 16,91 13,65 9,39
619 16,91 13,67 9,55
620 16,91 12,98 9,23
621 16,91 12,75 8,14
622 16,91 12,25 8,97
623 16,91 13,39 9,82
624 16,91 12,42 8,55
625 16,91 13,12 9,08
626 16,91 12,27 8,26
627 16,91 12,94 9,60
628 16,91 12,90 8,50
629 16,91 15,45 11,74
630 16,91 16,27 13,68
631 16,91 16,43 14,71
632 16,91 16,06 14,89
633 16,91 15,30 10,45
634 16,91 14,94 11,12
635 16,91 15,26 12,62
636 16,91 16,31 15,31
637 16,91 15,51 11,95
638 16,91 14,06 11,67
639 16,91 14,82 11,43
640 16,91 13,17 8,59
641 16,91 11,52 8,37
642 16,91 12,16 8,18
643 16,91 11,20 7,69
644 16,91 12,80 8,51
645 16,91 14,34 12,34
646 16,91 15,30 12,22
647 16,91 15,14 12,53
648 16,91 14,94 12,81
649 16,90 15,50 13,18
650 16,91 15,64 12,53
651 16,91 15,29 12,53
652 16,91 15,16 13,22
653 16,91 15,93 13,10
654 16,91 15,80 14,88
655 16,91 15,16 10,37
656 16,91 13,65 10,39
657 16,91 13,77 11,01
658 16,91 12,05 8,13
659 16,91 11,74 7,68
660 16,91 13,75 8,82
661 16,91 16,05 14,91
662 16,91 15,39 10,36
663 16,91 13,63 10,27
664 16,91 13,89 10,10
665 16,91 14,00 9,31
666 16,91 15,08 12,46
667 16,91 14,36 10,18
668 16,91 12,49 9,60
669 16,91 11,92 8,52
670 16,91 12,31 7,46
671 16,91 14,57 11,15
672 16,91 14,62 12,52
673 16,26 13,31 10,65
674 16,53 14,65 12,83
675 16,91 14,34 10,18
676 16,91 13,85 8,38
677 16,91 13,12 8,76
678 16,91 14,16 10,47
679 16,91 13,00 10,30
680 16,91 12,94 7,92
681 16,91 16,54 15,53
682 16,91 15,38 12,24
683 16,42 14,50 10,66
684 16,62 14,45 10,68
685 16,62 14,09 10,89
686 16,91 13,11 10,62
687 16,91 14,80 10,17
688 16,91 14,25 10,68
689 16,91 14,73 11,27
690 16,91 15,15 10,96
691 16,91 13,82 10,61
692 16,91 13,05 8,89
693 16,91 13,72 10,55
694 16,91 12,43 10,61
695 16,91 12,26 8,32
696 16,91 12,71 7,95
697 16,91 11,81 7,14
698 16,91 11,02 7,33
699 16,91 11,10 8,74
700 16,91 11,75 9,69
701 16,91 11,88 8,85
702 16,91 11,25 10,11
703 16,91 11,08 8,80
704 16,91 12,72 8,81
705 16,91 12,66 8,72
706 16,91 11,71 8,42
707 16,91 13,55 8,92
708 16,91 13,38 8,94
709 16,91 12,89 8,95
710 16,91 13,79 8,64
711 16,91 16,57 15,80
712 16,91 16,66 15,19
713 16,91 16,28 15,67
714 16,91 15,70 12,27
715 16,91 14,65 10,81
716 16,91 15,41 11,15
717 16,91 15,65 10,66
718 16,91 13,12 8,31
719 16,91 11,54 8,47
720 15,58 9,72 7,24
721 14,75 9,32 7,04
722 14,58 10,62 8,69
723 15,45 10,79 7,14
724 16,28 11,18 8,20
725 16,47 13,14 8,69
726 16,61 12,59 9,66
727 16,66 12,78 9,57
728 16,66 11,59 9,11
729 16,66 11,27 6,91
730 16,66 14,09 9,49
731 16,66 14,64 11,84
732 16,66 14,03 10,47
733 16,66 13,19 9,92
734 16,66 12,11 7,89
735 16,66 12,15 7,89
736 16,66 12,83 8,99
737 16,66 10,99 8,59
738 16,66 10,29 8,53
739 16,66 10,22 7,67
740 16,66 10,12 7,81
741 16,66 9,91 7,48
742 16,66 10,64 7,66
743 16,66 12,32 8,64
744 16,66 12,42 10,08
745 16,66 12,15 9,78
746 16,66 10,85 8,61
747 16,66 12,99 8,50
748 16,66 15,45 14,27
749 16,66 15,00 12,24
750 16,66 15,00 13,07
751 16,66 14,23 10,31
752 16,66 13,72 11,80
753 16,66 13,17 10,45
754 16,66 12,50 9,99
755 16,66 14,20 9,96
756 16,66 13,40 9,70
757 15,92 12,31 8,71
758 15,92 10,99 8,11
759 15,36 11,14 8,66
760 16,03 11,14 7,99
761 16,66 11,39 8,30
762 16,66 10,30 8,09
763 16,66 10,18 8,01
764 16,66 11,95 7,44
765 16,66 12,01 7,50
766 16,66 12,18 8,15
767 16,66 11,93 9,06
768 14,97 12,46 11,49
769 16,37 12,17 8,96
770 16,66 11,70 8,17
771 16,66 14,85 11,31
772 16,66 15,19 12,82
773 16,66 14,43 10,12
774 16,66 14,58 9,43
775 16,66 15,25 9,90
776 16,66 13,66 9,98
777 16,66 14,49 10,06
778 16,66 13,79 9,93
779 16,66 13,81 10,35
780 16,66 12,37 9,86
781 16,60 12,11 8,84
782 12,69 10,92 8,37
783 12,97 11,98 10,15
784 13,13 10,81 8,18
785 13,69 10,35 7,31
786 14,16 9,04 6,93
787 14,52 9,80 6,66
788 14,52 9,68 6,68
789 14,52 8,32 6,42
790 14,52 8,19 6,61
791 14,52 8,55 7,13
792 14,52 10,06 6,99
793 14,52 8,95 6,51
794 14,52 9,49 5,89
795 14,83 9,10 5,82
796 14,84 9,58 6,03
797 14,98 11,93 9,09
798 15,03 12,76 8,85
799 14,51 9,93 8,03
800 14,98 9,09 7,52
801 14,91 9,09 7,10
802 14,44 10,34 7,83
803 14,28 10,43 7,42
804 14,34 10,83 8,03
805 14,47 10,51 8,23
806 14,50 11,57 7,42
807 14,77 12,68 10,59
808 14,78 13,18 10,72
809 14,55 12,19 9,65
810 14,43 12,47 9,85
811 14,76 12,48 9,28
812 14,87 12,68 9,79
813 14,43 11,55 8,23
814 14,58 12,43 10,31
815 14,65 11,39 7,82
816 14,67 10,52 7,57
817 14,13 11,28 8,03
818 14,53 12,32 10,13
819 14,76 12,90 10,40
820 14,81 12,42 10,39
821 14,87 12,98 10,57
822 15,12 12,84 9,45
823 15,24 13,60 10,55
824 15,27 13,26 8,97
825 15,27 14,54 11,82
826 15,57 14,44 13,12
827 15,58 14,32 13,18
828 15,62 13,29 10,64
829 15,85 14,00 12,14
830 15,93 14,59 12,62
831 15,91 13,60 11,74
832 15,16 13,09 11,63
833 15,02 12,78 10,88
834 15,02 12,54 10,13
835 14,35 12,64 10,53
836 14,56 12,27 8,97
837 15,19 11,79 9,10
838 15,79 13,18 10,76
839 15,91 12,81 10,03
840 15,91 12,53 9,41
841 14,05 11,41 10,11
842 15,41 12,22 11,02
843 15,41 12,28 10,05
844 15,78 11,80 10,19
845 15,52 11,64 9,84
846 15,75 11,90 9,34
847 16,18 12,61 10,49
848 16,43 12,62 10,76
849 16,54 12,04 8,70
850 17,30 11,88 8,83
851 17,32 14,86 12,61
852 17,39 15,48 12,48
853 17,39 13,71 9,96
854 17,50 13,43 10,65
855 17,50 14,12 10,39
856 16,96 14,54 10,10
857 16,96 14,08 10,14
858 16,96 14,40 8,81
859 17,39 16,91 16,07
860 17,50 16,74 14,59
861 17,50 17,12 16,50
862 17,50 15,12 10,85
863 17,50 14,00 9,19
864 17,50 13,38 6,93
865 17,50 16,16 13,75
866 17,51 15,36 10,69
867 17,51 17,09 15,87
868 17,50 16,07 12,63
869 17,50 14,72 11,66
870 17,50 16,12 11,69
871 17,51 15,64 12,38
872 17,51 15,85 13,65
873 17,51 15,35 10,75
874 17,51 14,77 10,06
875 17,51 13,93 9,77
876 17,51 14,33 12,24
877 17,51 14,98 14,03
878 17,51 14,94 13,20
879 17,51 15,90 15,03
880 17,51 15,21 11,16
881 17,51 14,85 10,89
882 17,51 14,39 11,45
883 17,51 13,57 9,60
884 17,51 13,22 9,66
885 17,51 14,50 11,66
886 17,51 13,69 9,60
887 17,51 12,73 9,36
888 17,51 12,62 9,48
889 17,51 11,54 7,85
890 17,51 12,28 9,46
891 17,51 13,33 8,35
892 17,51 11,22 7,81
893 17,51 13,52 10,12
894 17,51 13,83 9,77
895 17,51 13,04 8,57
896 17,51 13,56 9,77
897 17,51 13,08 7,75
898 17,51 13,45 9,52
899 17,51 11,72 8,99
900 17,51 12,20 8,89
901 17,51 14,31 10,47
902 17,51 14,89 11,02
903 17,51 15,38 10,78
904 17,51 14,19 10,75
905 17,51 12,77 10,52
906 17,51 13,36 10,64
907 17,51 13,26 9,80
908 17,51 13,50 9,69
909 17,51 12,83 11,53
910 15,22 11,54 9,56
911 13,98 10,92 8,75
912 16,35 11,69 9,54
913 17,10 11,69 8,16
914 17,10 12,37 10,08
915 17,27 12,12 9,03
916 17,51 11,88 9,09
917 17,51 12,52 8,56
918 17,51 14,19 8,75
919 17,51 14,04 8,42
920 17,51 11,19 7,34
921 17,51 12,30 7,55
922 17,51 12,54 9,65
923 17,51 14,33 10,11
924 17,51 14,56 11,02
925 17,51 13,45 9,30
926 17,51 12,53 7,95
927 17,51 13,44 11,94
928 17,51 14,40 11,33
929 17,84 16,57 12,76
930 17,84 14,81 11,54
931 17,84 14,29 11,34
932 17,84 14,93 12,05
933 17,84 15,77 11,75
934 17,84 14,77 11,12
935 17,84 15,19 10,20
936 17,84 16,06 11,74
937 17,84 15,83 10,74
938 17,84 17,45 16,30
939 17,84 16,72 11,37
940 17,84 14,70 10,92
941 17,84 12,60 10,67
942 17,84 13,51 9,59
943 17,84 14,35 7,56
944 17,84 12,55 7,53
945 17,84 12,81 7,60
946 17,84 12,60 7,63
947 17,84 11,71 7,08
948 17,84 14,00 9,46
949 17,84 12,08 9,27
950 17,84 12,28 9,94
951 17,84 12,10 9,71
952 17,84 12,29 8,93
953 17,84 13,79 9,17
954 17,85 15,68 10,54
955 17,85 15,24 10,56
956 17,84 13,27 8,57
957 17,84 13,85 8,45
958 17,84 14,52 9,19
959 17,84 12,98 9,24
960 17,84 13,02 8,86
961 17,84 14,64 8,09
962 17,84 13,60 7,96
963 17,84 16,18 12,26
964 17,84 16,91 14,40
965 17,84 17,64 16,89
966 17,84 17,33 16,18
967 17,85 16,02 11,09
968 17,85 17,05 15,31
969 17,85 17,06 14,98
970 17,85 16,84 14,57
971 17,85 16,18 10,95
972 17,85 15,93 11,22
973 17,85 17,24 16,42
974 17,85 16,54 14,58
975 17,85 15,45 10,92
976 17,85 14,12 10,46
977 17,85 15,15 12,10
978 17,85 14,26 9,74
979 17,85 12,96 8,27
980 16,82 12,80 10,66
981 17,54 13,17 11,25
982 17,85 13,93 11,36
983 17,85 15,60 11,95
984 17,85 15,79 12,27
985 17,85 15,34 11,50
986 17,85 16,63 12,18
987 17,85 15,60 11,37
988 17,85 13,24 10,21
989 17,85 13,33 9,30
990 17,85 14,38 10,39
